"resource_type","display_name","region","lifecycle_state","compartment_id","ocid","time_created","freeform_tags","defined_tags"
"Policy","o-p-om2-pcy-auda-001",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.policy.oc19..aaaaaaaabjxgam7szuyh4d5eo7qudjqw3guez4datmm5bbuztshg4kde6zeq","2026-03-10T14:42:39.535000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.515Z""}}"
"Policy","o-p-om2-pcy-costs-001",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.policy.oc19..aaaaaaaa5dumus2g7hu5wzdhl5ldz6k4b3b3cwk6z3uawcvqps5y46nvoaiq","2026-03-10T14:42:39.503000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.278Z""}}"
"Policy","o-p-om2-pcy-srva-001",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.policy.oc19..aaaaaaaayo4vgbniuac6igjmwzmp7jiyvbfcg4e2gvea6vmmdxjbgh2rezva","2026-03-10T14:42:39.467000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.353Z""}}"
"Policy","o-p-om2-pcy-eadm-001",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.policy.oc19..aaaaaaaadzr3fb2ot5oxhthk3ns3kjeyitjob6qqq24wee2f2ofmejgqmjaa","2026-03-10T14:42:39.396000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.378Z""}}"
"Policy","o-p-om2-pcy-secua-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","ocid1.policy.oc19..aaaaaaaadw4yg722zptouzynqhvixgzor4elnceb3s2ezpgj3cpffgvafcsq","2026-03-10T14:42:39.334000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.324Z""}}"
"Policy","o-p-om2-pcy-globalserv-001",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.policy.oc19..aaaaaaaanlp7wszhvfigqkbqqd7gcky4c2p6n4rpshpsgsakmjf5jlvd64xa","2026-03-10T14:42:39.298000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.265Z""}}"
"Policy","o-p-om2-pcy-einf-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","ocid1.policy.oc19..aaaaaaaatvfyywb5ed64yslueu4wlpur4xnc2orplqrljaxsvwsatlszhqjq","2026-03-10T14:42:39.209000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.193Z""}}"
"Policy","o-p-om2-pcy-iam-001",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.policy.oc19..aaaaaaaabmf4pp2dkjiimszoovt5szhe4odf5venihdww26pg7lgvr7l7hhq","2026-03-10T14:42:39.175000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.172Z""}}"
"Policy","o-p-om2-pcy-gadm-001",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.policy.oc19..aaaaaaaauuq6o2yznkigajumychulk7wji33rtqxj6poqmxyer25zhbaxnfa","2026-03-10T14:42:39.126000+00:00","{""ocilz-terraform-module"":""iam-policies/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:42:39.116Z""}}"
"Policy","Tenant Admin Policy",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.policy.oc19..aaaaaaaa3f35kqhfsq6jnmglbr5cqc4zrh5y5vp76ms5uetxnapbrimes6fa","2026-02-20T08:33:41.811000+00:00","{}","{}"
